,AL NSA Value,AK NSA Value,AZ NSA Value,AR NSA Value,CA NSA Value,CO NSA Value,CT NSA Value,DE NSA Value,FL NSA Value,GA NSA Value,HI NSA Value,ID NSA Value,IL NSA Value,IN NSA Value,IA NSA Value,KS NSA Value,KY NSA Value,LA NSA Value,ME NSA Value,MD NSA Value,MA NSA Value,MI NSA Value,MN NSA Value,MS NSA Value,MO NSA Value,MT NSA Value,NE NSA Value,NV NSA Value,NH NSA Value,NJ NSA Value,NM NSA Value,NY NSA Value,NC NSA Value,ND NSA Value,OH NSA Value,OK NSA Value,OR NSA Value,PA NSA Value,RI NSA Value,SC NSA Value,SD NSA Value,TN NSA Value,TX NSA Value,UT NSA Value,VT NSA Value,VA NSA Value,WA NSA Value,WV NSA Value,WI NSA Value,WY NSA Value
MS NSA Value,0.9943188471052232,0.9491817964869239,0.9553660002719027,0.9925241797868053,0.964217977967528,0.9641282690984747,0.9488527773908004,0.9789109268009376,0.9532384513118509,0.9893455539530689,0.9447867537723547,0.9740826791985717,0.9853904728157664,0.986702894822229,0.9865363579782792,0.9918363072561999,0.9934604383389595,0.9672304259126906,0.9836111392619059,0.9727055527109633,0.9863159361938393,0.9379134264483595,0.992882552006887,0.9914556505425899,1.0,0.9702877367166263,0.9877967549113884,0.9122695188740991,0.9780121390100879,0.9734195512055601,0.9831174436903541,0.9817816716954786,0.9941133553805311,0.9098735625524168,0.9782403401446772,0.9537598401174712,0.9730146036781185,0.9838003258945933,0.9700415476125539,0.9956495335903278,0.9745271083494095,0.988818100042456,0.938362074128724,0.9686264097437652,0.9768399067695274,0.979545177980608,0.9750802764126351,0.9796086000411757,0.9943272576843286,0.9477728019955529
MT NSA Value,0.9749625762541678,0.9827530666488743,0.9421128072397533,0.9839605604079239,0.9519478659816387,0.9748510313890869,0.8920064787803823,0.9574135977878796,0.9358160045081181,0.9448034535432248,0.9730612987639747,0.985101720671297,0.9369943455000673,0.9511579457407643,0.9848513823394128,0.9855102357757591,0.9780920288512768,0.9912310693443334,0.964239677762342,0.9629919395598545,0.9546923868713412,0.8507956555421892,0.9643516856346112,0.9805847560272598,0.9702877367166263,1.0,0.9793341312331727,0.8626183497440667,0.9369215467010195,0.943414589706746,0.9771724942835688,0.963916413512335,0.9756633170414928,0.9693105381653776,0.9175375514090658,0.9772191121083847,0.9914295734837313,0.9745314782099125,0.9268728366288986,0.9799383357333994,0.9939333011462725,0.9854970751919532,0.9690006476361775,0.9898590297133034,0.9746179258089913,0.9782068967786514,0.9878617505998447,0.9919869342185214,0.9681691284179453,0.9922944511667701
NC NSA Value,0.9852450320639392,0.9599979533632449,0.9306723280448078,0.9904043637575382,0.9441308490872196,0.9837046844732114,0.9004857627812393,0.9503425292693678,0.9239594262844145,0.9749196487798517,0.9452967456334298,0.9733322556383815,0.9563281348270681,0.9890516448302632,0.995673575965474,0.9968346412493284,0.9960574190708663,0.9768141815436628,0.96198393928049,0.9446659507337656,0.9660170554024928,0.9246876693635149,0.9772202237128602,0.985627598040493,0.9877967549113884,0.9793341312331727,1.0,0.8726208086170102,0.9444942196301529,0.9370107017943937,0.9721221383562192,0.9606395073200656,0.9899348747845707,0.9437319908953613,0.9690976415796988,0.9708316933329881,0.9783692281436904,0.9706067072155408,0.9291056908781418,0.9891821145788136,0.9901828916466575,0.9939994618985688,0.9631780641786246,0.9826132732594857,0.9630654575054851,0.9622641857224277,0.9772845404282727,0.9859601861505445,0.983852843268637,0.9589311910068768
ND NSA Value,0.890289891212517,0.8327224958427358,0.970795424814845,0.8821823761382948,0.9530982916250971,0.8677153877090087,0.870559600733818,0.8991020008895291,0.9765802885498037,0.9331429878345576,0.8706204018682457,0.9176159240375558,0.9211762591290527,0.8786291581806188,0.8632854105688192,0.8760653349158954,0.8752644234031863,0.8515907878514012,0.8920339381282654,0.9174340205787697,0.8981432362001871,0.8994805321289626,0.9279067830320025,0.8787711599208996,0.9122695188740991,0.8626183497440667,0.8726208086170102,1.0,0.9076316643763327,0.899558464413487,0.8836327698984651,0.8851303265450017,0.8873050925835998,0.7720229887742521,0.8916302813489974,0.835515004333636,0.9023690590490835,0.8777194867404619,0.9253445659792281,0.898160725354501,0.8460396131829581,0.8837764139825693,0.8308462253941706,0.8774688709789266,0.8663074606903571,0.9044768459760323,0.9065113720757249,0.8559702837995038,0.9016860110582313,0.8308345413836826
NE NSA Value,0.9651558541627632,0.9253194209135353,0.9470800404344651,0.9641200855984662,0.9677395008281073,0.9253933780268675,0.9798100031457458,0.9801595129191857,0.9540766033871193,0.9665408303973565,0.9293586875812592,0.9357337853811211,0.9669324988259763,0.9421177640891456,0.9437889785416627,0.9586742250191516,0.9581826767559227,0.9357273999832476,0.9912944885263136,0.9765474086266439,0.995528724774846,0.8977885826106927,0.9774241482682642,0.9628761141702618,0.9780121390100879,0.9369215467010195,0.9444942196301529,0.9076316643763327,1.0,0.9894160649374689,0.956623937308224,0.9890643948737632,0.9646656132221909,0.8780430768090464,0.9364138131865092,0.9179276349981031,0.933954007892923,0.974099783642081,0.9917530763486525,0.9695344293100081,0.9385769976760862,0.956876411784953,0.9073067238642669,0.9200660286436505,0.9746142472071054,0.9780304043650172,0.9427161931018604,0.9447672591392067,0.9620646152538461,0.9162827108929218
NH NSA Value,0.9722794051204305,0.9324671976809268,0.9441403702741589,0.9682516686055437,0.9585481252955471,0.9027575227275484,0.9880314171912054,0.9957597751704137,0.9499226777138727,0.9506597776946909,0.941376341710503,0.939438779610835,0.9759791683380006,0.9369057398164643,0.9441235323341243,0.9530055448302498,0.9571462008831939,0.9396709718623498,0.991847712324016,0.9920429674205334,0.9828701660926907,0.8733794748503277,0.9690451225687792,0.9696000706657865,0.9734195512055601,0.943414589706746,0.9370107017943937,0.899558464413487,0.9894160649374689,1.0,0.9737050915426136,0.9921333992003956,0.9640610012698927,0.8710374865944269,0.9304405073764996,0.913877977842405,0.9349332889013868,0.9852126257470766,0.9933016454473399,0.9694887835080936,0.9361728257555929,0.9509733743299722,0.8865249370669641,0.9185856884903808,0.9859911422595509,0.9873522759830483,0.9410346081445299,0.9543309511886978,0.9662929330012401,0.9288196461392412
NJ NSA Value,0.9939927368535839,0.9665585175736262,0.9458569498146349,0.993255658184556,0.9414254662543041,0.9365624446861572,0.9457935397094538,0.98399429760324,0.9379880195070711,0.9588145723209819,0.953565907656461,0.974183049477459,0.9727037652994645,0.964855494745308,0.9763485408852869,0.9803697546543613,0.9820275092774305,0.9772331176740902,0.9750961096381896,0.9787714982760565,0.9627495404313389,0.8780795484420899,0.968092966536609,0.9944848950829148,0.9831174436903541,0.9771724942835688,0.9721221383562192,0.8836327698984651,0.956623937308224,0.9737050915426136,1.0,0.9779154465592056,0.986127330015419,0.9115890577921295,0.948151945941885,0.9595224541706552,0.968244812406886,0.9870985293763829,0.9545717772792662,0.9883841146662452,0.9698499261427992,0.9786427213026239,0.9268771976346503,0.9677328852238132,0.9820531871821643,0.9820899362705208,0.9675612464771903,0.9842816786440491,0.9819181511654194,0.9659705371402965
NM NSA Value,0.980987505694721,0.9518176865945303,0.9411449610323321,0.9810678778569254,0.9646419097707031,0.9362233568462006,0.9756304811560491,0.9929353645976288,0.9452523656115301,0.9617861060701888,0.9638968788806378,0.9549197479583995,0.9674784927058547,0.9546578965786453,0.9627856463447888,0.9715315873205144,0.975153451220446,0.9573703865102989,0.9989528967781082,0.9870758712283294,0.992363310217174,0.8782444636230655,0.9720730090618368,0.9790098418247759,0.9817816716954786,0.963916413512335,0.9606395073200656,0.8851303265450017,0.9890643948737632,0.9921333992003956,0.9779154465592056,1.0,0.9804259423152003,0.9143722961395466,0.9384784214463655,0.9373845709694255,0.9535182516398537,0.9950138246221192,0.9853208883046275,0.9832894228699021,0.9643651412828593,0.9745614370482825,0.9268927840362421,0.9435451274761547,0.9952956111602056,0.9916872224542429,0.9619773013317082,0.9706413550951812,0.9705718756086232,0.945472176069119
NV NSA Value,0.9969158075199456,0.9514702251542834,0.9420776952910141,0.9933899139159998,0.9502296116513782,0.9651925307960977,0.9395648028228312,0.9758527566257729,0.9360179827743982,0.9844473916866069,0.9539640384099118,0.9783700228783797,0.9744597112268838,0.9889395455248784,0.9873437236270539,0.9916064301010287,0.996398561673644,0.9684333340861563,0.9799673117392386,0.9646444562283523,0.9777820306502558,0.9219046215529182,0.9777306717644108,0.9930638515517621,0.9941133553805311,0.9756633170414928,0.9899348747845707,0.8873050925835998,0.9646656132221909,0.9640610012698927,0.986127330015419,0.9804259423152003,1.0,0.922640332136431,0.9735241931047559,0.9541810158053025,0.9759235114467035,0.98683357598497,0.9553748962105212,0.9986381585503383,0.9813840888230538,0.995521583058364,0.9457696396219359,0.9775324974365707,0.9787623475220032,0.9747433000126958,0.9799322950208085,0.9828789418687837,0.9883901085636724,0.9506121680756492
NY NSA Value,0.911928132975265,0.9641567386621883,0.87747548754202,0.9354337817595333,0.9083468365159472,0.9615779628985134,0.813271431199303,0.8871980587287255,0.8686674604648893,0.8822253580855574,0.953360126114555,0.9323453183177098,0.8450756501195423,0.8959622155055225,0.9436402405845927,0.9455548270340215,0.931360999773165,0.9627225241923695,0.9141721084672234,0.8971108254998074,0.9094769618680965,0.7729859288557923,0.9018545817090021,0.9242335331421025,0.9098735625524168,0.9693105381653776,0.9437319908953613,0.7720229887742521,0.8780430768090464,0.8710374865944269,0.9115890577921295,0.9143722961395466,0.922640332136431,1.0,0.8423486748131852,0.9593935890073833,0.950453196345427,0.9242583958908536,0.8528075046665615,0.9252533068274428,0.9752127704295297,0.9496356039928943,0.9782628484164343,0.9552742185396758,0.9297652464178366,0.9291359821332087,0.9470268628000253,0.9560198806722794,0.8960674811459092,0.9665404889117458
OH NSA Value,0.972698805275734,0.8820622424672345,0.9075423222730659,0.961544835910952,0.9152496585047775,0.9271345449884075,0.9179266305158673,0.9414932992755173,0.9043186933815134,0.9787569816825643,0.8896791929537332,0.9350352395943551,0.9784301165150537,0.9927387735682228,0.9641077026284041,0.9619480452502669,0.9764203263213443,0.9102379273764521,0.9408451912640104,0.9232787477405305,0.9489965328411178,0.9785122032352349,0.964416269376142,0.9609134087430126,0.9782403401446772,0.9175375514090658,0.9690976415796988,0.8916302813489974,0.9364138131865092,0.9304405073764996,0.948151945941885,0.9384784214463655,0.9735241931047559,0.8423486748131852,1.0,0.8971718465136085,0.930946284034662,0.9475168450178137,0.9342555090822522,0.9687900498849643,0.9332701731590188,0.9595391489617487,0.8792834272824839,0.930281875204297,0.930903083047593,0.9279829170863257,0.9331910237463765,0.9423118007771226,0.9802709936526011,0.8801660729358819
OK NSA Value,0.9540536618093659,0.9893747565263549,0.9203421730924348,0.9732032234147827,0.9264751194850306,0.9676084928491698,0.8661507508540615,0.9239234401344254,0.9093492275202945,0.92835095332745,0.9370229547027205,0.955966777240236,0.9048448929368503,0.9319182562030934,0.9664427866165115,0.9775122725520561,0.9595096638688098,0.9941185611044178,0.9369283181272566,0.9301593819317346,0.9363664011847288,0.8313443730598532,0.9485224759977046,0.9667163452374987,0.9537598401174712,0.9772191121083847,0.9708316933329881,0.835515004333636,0.9179276349981031,0.913877977842405,0.9595224541706552,0.9373845709694255,0.9541810158053025,0.9593935890073833,0.8971718465136085,1.0,0.9612503072613818,0.9454097963622284,0.8931571735034749,0.9607289866311127,0.9766518172579463,0.9668818064301822,0.979770112451781,0.9689144244430411,0.9451669672808477,0.9510506002001867,0.9579089667930191,0.9718152201649237,0.9419705566415988,0.9806860162530304
OR NSA Value,0.9723609479508043,0.9614363649563084,0.9623686343918447,0.9756212353077116,0.9648872430874048,0.9801895950861753,0.88147416311583,0.9507327906724727,0.9568055370940602,0.9617862379623202,0.9678200005721073,0.9953028764210903,0.9450745242130736,0.9569714739196853,0.9805979732806254,0.9810456633488619,0.9754502220197423,0.9767479634835576,0.9561898852592039,0.9586134186938222,0.9505812231711446,0.8831079473813677,0.9707583516665114,0.973208954420902,0.9730146036781185,0.9914295734837313,0.9783692281436904,0.9023690590490835,0.933954007892923,0.9349332889013868,0.968244812406886,0.9535182516398537,0.9759235114467035,0.950453196345427,0.930946284034662,0.9612503072613818,1.0,0.9642048007774746,0.9283905955799715,0.98034558759605,0.98450688843808,0.985698269905817,0.9624405864048171,0.9943199016227628,0.9597677040904746,0.9708729486438272,0.9966723001839891,0.9800055071671796,0.9711088491325788,0.9747489039666426
PA NSA Value,0.9889501550932107,0.9577262290489479,0.9368638687322896,0.9882043720215179,0.9585272716048325,0.9403107759850426,0.9636252743402959,0.9934608201903526,0.9377664282508669,0.9599058388383543,0.9736205331596954,0.9650843977460696,0.9714177781206392,0.9660864749410341,0.9752505202148495,0.978309497095808,0.9843872456752488,0.9659561394186014,0.9939326619211738,0.9867346403629026,0.981637899187598,0.8804859004237783,0.9700406087710943,0.9861435760122821,0.9838003258945933,0.9745314782099125,0.9706067072155408,0.8777194867404619,0.974099783642081,0.9852126257470766,0.9870985293763829,0.9950138246221192,0.98683357598497,0.9242583958908536,0.9475168450178137,0.9454097963622284,0.9642048007774746,1.0,0.9746109946908543,0.988473816415906,0.9738509372186599,0.9812153025699423,0.9299262012191715,0.9562500092878611,0.9979290017261493,0.9920813192531696,0.9701996561577337,0.9834338424393806,0.9781604421497027,0.9575534732856258
RI NSA Value,0.959782475187219,0.9077722763069135,0.9483901042796035,0.9542174828761063,0.9699404541992687,0.9015391182526032,0.983699153340614,0.9869348373187894,0.9604010465348432,0.9568178613455366,0.9352117048040705,0.9331405911738422,0.974541563351796,0.9343796907391725,0.9324594301306333,0.9424263922032488,0.9484382195348554,0.9180709277742575,0.9878948683406518,0.9852892715348445,0.9838185743382453,0.8941238769653342,0.9703493138915555,0.9527546424880403,0.9700415476125539,0.9268728366288986,0.9291056908781418,0.9253445659792281,0.9917530763486525,0.9933016454473399,0.9545717772792662,0.9853208883046275,0.9553748962105212,0.8528075046665615,0.9342555090822522,0.8931571735034749,0.9283905955799715,0.9746109946908543,1.0,0.961150467700478,0.9221496533124293,0.9434512565636165,0.8772308621798877,0.906552388380748,0.9736295295241291,0.9789358860020015,0.9379073531060049,0.9366414160871189,0.9601629467737665,0.9039857773234711
SC NSA Value,0.9969002543795132,0.958807051435648,0.9526817825621366,0.9946877690387015,0.9600946687954713,0.9676584832420744,0.9419519137632414,0.9799899610206998,0.9478172433772815,0.9851114233725943,0.9584890623830633,0.982608037567917,0.9765978496655866,0.9844306855052467,0.9875659024969001,0.9930998594059331,0.995019993646406,0.9746341378304388,0.9834174648409054,0.9724663971920345,0.9807103031422505,0.9176659992462538,0.9835786382444501,0.9944217925309926,0.9956495335903278,0.9799383357333994,0.9891821145788136,0.898160725354501,0.9695344293100081,0.9694887835080936,0.9883841146662452,0.9832894228699021,0.9986381585503383,0.9252533068274428,0.9687900498849643,0.9607289866311127,0.98034558759605,0.988473816415906,0.961150467700478,1.0,0.9822354958888557,0.9951429597933796,0.9498514200968351,0.97927366260823,0.9818283508503678,0.981287543212521,0.9841587447496724,0.9848813600244954,0.9895779227551752,0.9583811270551278
SD NSA Value,0.9761010428856063,0.9768828108682247,0.925451774396132,0.9859890983076806,0.9449366120723792,0.9844831051372349,0.8906622201253154,0.9503982271288208,0.9192943796753311,0.9523688786725069,0.9664719703709989,0.9752543491241096,0.9349509558510436,0.9660857861505606,0.9914389135440997,0.9914986707168327,0.9870467151550008,0.986440537162582,0.9645837781928182,0.9496825243637547,0.9618332100431093,0.8730217260640944,0.9648544644600517,0.98088269669015,0.9745271083494095,0.9939333011462725,0.9901828916466575,0.8460396131829581,0.9385769976760862,0.9361728257555929,0.9698499261427992,0.9643651412828593,0.9813840888230538,0.9752127704295297,0.9332701731590188,0.9766518172579463,0.98450688843808,0.9738509372186599,0.9221496533124293,0.9822354958888557,1.0,0.9915001199996686,0.9758312401584893,0.9869488858664882,0.9725525814276761,0.9704320380934003,0.9825799705077062,0.9919202392467851,0.9698503779143248,0.9806679772118748
TN NSA Value,0.9888637381682768,0.9621330820763753,0.9452368536002397,0.9912923810888589,0.9568779165666124,0.982500261134004,0.9174539860939699,0.9635043719612396,0.9387882529513081,0.9793120761742209,0.9633540033106577,0.9841378737788163,0.9567505528539401,0.9829021477458535,0.9895356362731371,0.9945327343885987,0.9943334801773398,0.9774355203065362,0.9750438344509984,0.9582458476447728,0.974518414528756,0.9091188401581932,0.9751825329154079,0.987703826051129,0.988818100042456,0.9854970751919532,0.9939994618985688,0.8837764139825693,0.956876411784953,0.9509733743299722,0.9786427213026239,0.9745614370482825,0.995521583058364,0.9496356039928943,0.9595391489617487,0.9668818064301822,0.985698269905817,0.9812153025699423,0.9434512565636165,0.9951429597933796,0.9915001199996686,1.0,0.9685868725913125,0.9885502886988404,0.9749225315072213,0.9738299468060249,0.9884873413015609,0.9858559979008215,0.9801118562599572,0.9624665673128316
TX NSA Value,0.9317488065457397,0.9668454820266295,0.9134842468905328,0.9512283502378535,0.932610593883659,0.9846907473734774,0.8366554081809161,0.8984148269999989,0.9053116293585798,0.9290406255577153,0.9465597382762523,0.9546131890906837,0.8720271440631305,0.9216949967303304,0.9506061881734326,0.9646620925201715,0.9471910630065812,0.9720539619486063,0.9273596122453078,0.9053668412231709,0.9329818541786349,0.8255872798452649,0.9310590238689981,0.9404113776573062,0.938362074128724,0.9690006476361775,0.9631780641786246,0.8308462253941706,0.9073067238642669,0.8865249370669641,0.9268771976346503,0.9268927840362421,0.9457696396219359,0.9782628484164343,0.8792834272824839,0.979770112451781,0.9624405864048171,0.9299262012191715,0.8772308621798877,0.9498514200968351,0.9758312401584893,0.9685868725913125,1.0,0.9703121219648403,0.9289429980736236,0.9342521483963945,0.9659361591304967,0.9519985785023269,0.9161995137292643,0.9583439297017002
UT NSA Value,0.9721137154310178,0.9629192993585931,0.94734372660615,0.9769287523973179,0.9432967301280448,0.9828966763500282,0.8666428956828212,0.9366094270050898,0.9349229578213794,0.9591076186096983,0.9552600511758382,0.9922130592255368,0.9319595255219247,0.9604066249587848,0.9809028117452969,0.983041849995207,0.9765225875925269,0.9792035864978169,0.9444461716753552,0.9399577161836906,0.9408142168014461,0.8784679068677276,0.9596061961747743,0.97455090530811,0.9686264097437652,0.9898590297133034,0.9826132732594857,0.8774688709789266,0.9200660286436505,0.9185856884903808,0.9677328852238132,0.9435451274761547,0.9775324974365707,0.9552742185396758,0.930281875204297,0.9689144244430411,0.9943199016227628,0.9562500092878611,0.906552388380748,0.97927366260823,0.9869488858664882,0.9885502886988404,0.9703121219648403,1.0,0.9501131811737753,0.9569239779135267,0.9906748396474139,0.9789491389485068,0.9649392554882622,0.9729378893104411
VA NSA Value,0.9814713662573574,0.96161322790151,0.932831726302551,0.9836440283180076,0.957940334487187,0.9362258590261963,0.9624082522490326,0.9919278938222476,0.9350324619605499,0.9479054307199005,0.9738670577032317,0.9581209903361234,0.9621745874961471,0.9529582100880442,0.9703393339423788,0.9736679215774365,0.9773259821901692,0.9668674656901577,0.9945950472011702,0.9879395259533564,0.9811244455155795,0.860451561549204,0.9661029745930945,0.9815716527405999,0.9768399067695274,0.9746179258089913,0.9630654575054851,0.8663074606903571,0.9746142472071054,0.9859911422595509,0.9820531871821643,0.9952956111602056,0.9787623475220032,0.9297652464178366,0.930903083047593,0.9451669672808477,0.9597677040904746,0.9979290017261493,0.9736295295241291,0.9818283508503678,0.9725525814276761,0.9749225315072213,0.9289429980736236,0.9501131811737753,1.0,0.9940253529171301,0.9651095230812337,0.9819064021530682,0.9707478321447757,0.9623581626847985
VT NSA Value,0.9791183858795611,0.967408311984207,0.9623068968679676,0.9828610850045729,0.9783456792237308,0.943657897064135,0.9561751585595912,0.991290912236625,0.9647013366852093,0.9554089082234118,0.9757656718542703,0.9695418727340978,0.9662687494237232,0.9473074017405291,0.9684936071143534,0.9737909519008191,0.9725796570855567,0.9720006295136271,0.9922975862497233,0.9963019847064052,0.9819143935401571,0.8683637890003643,0.9776069175825552,0.9804516839368914,0.979545177980608,0.9782068967786514,0.9622641857224277,0.9044768459760323,0.9780304043650172,0.9873522759830483,0.9820899362705208,0.9916872224542429,0.9747433000126958,0.9291359821332087,0.9279829170863257,0.9510506002001867,0.9708729486438272,0.9920813192531696,0.9789358860020015,0.981287543212521,0.9704320380934003,0.9738299468060249,0.9342521483963945,0.9569239779135267,0.9940253529171301,1.0,0.9732544026622619,0.9800530856349369,0.9727318967826915,0.9678345053181083
WA NSA Value,0.9735636242110006,0.9569373815835983,0.9620743948645655,0.9750897554846165,0.9706954954940534,0.9796440543994133,0.8937950122947419,0.9564720263576284,0.9590000895696986,0.9677823866398152,0.9750934332807412,0.9953887132007334,0.9458202621849313,0.9589679133417879,0.9762513715988527,0.9799373423543403,0.9762648026936239,0.97194807185215,0.9642281070673295,0.961547739609163,0.9582359456172015,0.8842201501998601,0.9698138366504445,0.971629426160396,0.9750802764126351,0.9878617505998447,0.9772845404282727,0.9065113720757249,0.9427161931018604,0.9410346081445299,0.9675612464771903,0.9619773013317082,0.9799322950208085,0.9470268628000253,0.9331910237463765,0.9579089667930191,0.9966723001839891,0.9701996561577337,0.9379073531060049,0.9841587447496724,0.9825799705077062,0.9884873413015609,0.9659361591304967,0.9906748396474139,0.9651095230812337,0.9732544026622619,1.0,0.975667210806738,0.9686420537214947,0.9669570105424167
WI NSA Value,0.9856897312684352,0.9760747470942959,0.9309742518673159,0.9924713858548992,0.9442719124702729,0.9641653298505186,0.9140141922831602,0.9677676451584498,0.9238713103747945,0.9502001923372952,0.9644266940884177,0.9730118521395534,0.9554967642486099,0.9688367856727726,0.9930657466413538,0.9904314423084185,0.9888236951500974,0.9874624935092055,0.9708575492931373,0.9665154167714365,0.9618998410819806,0.8771557488506194,0.9697829063295687,0.9898819869378378,0.9796086000411757,0.9919869342185214,0.9859601861505445,0.8559702837995038,0.9447672591392067,0.9543309511886978,0.9842816786440491,0.9706413550951812,0.9828789418687837,0.9560198806722794,0.9423118007771226,0.9718152201649237,0.9800055071671796,0.9834338424393806,0.9366414160871189,0.9848813600244954,0.9919202392467851,0.9858559979008215,0.9519985785023269,0.9789491389485068,0.9819064021530682,0.9800530856349369,0.975667210806738,1.0,0.9802766696421783,0.9831986230896307
WV NSA Value,0.9924565664927524,0.9409374717944484,0.9429446229909904,0.9880759654246049,0.949395872240781,0.9530981134849915,0.9358067312012248,0.9751946681533532,0.9414367198894121,0.9780077038139291,0.9343417789684374,0.9703062038172473,0.989994841710977,0.9859994655713032,0.9891538121179023,0.9867370521750175,0.9915453269992076,0.9606785182527035,0.9726770491281356,0.96847298374276,0.9717228822033308,0.9379715923646275,0.9893213177719001,0.9893035109880176,0.9943272576843286,0.9681691284179453,0.983852843268637,0.9016860110582313,0.9620646152538461,0.9662929330012401,0.9819181511654194,0.9705718756086232,0.9883901085636724,0.8960674811459092,0.9802709936526011,0.9419705566415988,0.9711088491325788,0.9781604421497027,0.9601629467737665,0.9895779227551752,0.9698503779143248,0.9801118562599572,0.9161995137292643,0.9649392554882622,0.9707478321447757,0.9727318967826915,0.9686420537214947,0.9802766696421783,1.0,0.9471893371350559
WY NSA Value,0.9550664653863793,0.9889581336711651,0.9246398441539179,0.9699503124327372,0.9324378493989793,0.9546024364625514,0.8714186480152546,0.9414264919680749,0.9165778449886574,0.9107128357635408,0.9581735738266896,0.9651750599211503,0.912556230411501,0.919309403326043,0.9693647130031969,0.9702619149011273,0.9560509734194611,0.9928651042551269,0.94567056547071,0.9524741999024794,0.932305100865702,0.8034055875545123,0.9465786064670211,0.9674187057983342,0.9477728019955529,0.9922944511667701,0.9589311910068768,0.8308345413836826,0.9162827108929218,0.9288196461392412,0.9659705371402965,0.945472176069119,0.9506121680756492,0.9665404889117458,0.8801660729358819,0.9806860162530304,0.9747489039666426,0.9575534732856258,0.9039857773234711,0.9583811270551278,0.9806679772118748,0.9624665673128316,0.9583439297017002,0.9729378893104411,0.9623581626847985,0.9678345053181083,0.9669570105424167,0.9831986230896307,0.9471893371350559,1.0
